
-----------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                 Observed  |  Rel. |     Aki    | Acc. |                Ei           Ek               |   Lower level   |   Upper level   |Type|
          |                Wavelength |  Int. |     s^-1   |      |               (eV)         (eV)              |-----------------|-----------------|    |
          |                 Vac (nm)  |       |            |      |                                              | Conf.    | Term | Conf.    | Term |    |
Li I      |            246.02         |       |            |      |                                              |          |      |          |      |    |
Li I      |            247.506        |   10* | 5.734e+05  | AA   |     0.00000           -      5.007826        | 1s2.2s   | 2S   | 1s2.6p   | 2P*  |    |
Li I      |            247.506        |   10* | 5.734e+05  | AA   |     0.00000           -      5.007826        | 1s2.2s   | 2S   | 1s2.6p   | 2P*  |    |
Li II     |            250.694        |     * | 2.559e+06  | AA   |    69.585279          -     74.529570        | 1s.3d    | 3D   | 1s.7f    | 1F*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            250.694        |     * | 3.0283e+06 | AAA  |    69.585279          -     74.52943         | 1s.3d    | 3D   | 1s.7f    | 3F*  |    |
Li II     |            250.694        |     * | 1.4753e+07 | AAA  |    69.585279          -     74.52943         | 1s.3d    | 3D   | 1s.7f    | 3F*  |    |
Li II     |            250.694        |     * | 1.8126e+06 | AAA  |    69.585356          -     74.52943         | 1s.3d    | 3D   | 1s.7f    | 3F*  |    |
Li II     |            250.694        |     * | 1.9476e+07 | AAA  |    69.585356          -     74.52943         | 1s.3d    | 3D   | 1s.7f    | 3F*  |    |
Li II     |            250.694        |     * | 1.6359e+07 | AAA  |    69.585422          -     74.52943         | 1s.3d    | 3D   | 1s.7f    | 3F*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            250.878        |     * | 1.6484e+07 | AAA  |    69.589057          -     74.529570        | 1s.3d    | 1D   | 1s.7f    | 1F*  |    |
Li II     |            250.878        |     * | 2.893e+06  | AA   |    69.589057          -     74.52943         | 1s.3d    | 1D   | 1s.7f    | 3F*  |    |
Li I      |            251.8          |       |            |      |                                              |          |      |          |      |    |
Li II     |            253.949        |       | 1.7886e+07 | AAA  |    69.648470          -     74.529257        | 1s.3p    | 1P*  | 1s.7d    | 1D   |    |
Li II     |            255.17         |    24 | 8.4872e+06 | AAA  |    69.648470          -     74.5058          | 1s.3p    | 1P*  | 1s.7s    | 1S   |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            255.9          |       | 1.2342e+07 | AAA  |    69.279625          -     74.1222          | 1s.3s    | 1S   | 1s.6p    | 1P*  |    |
Li I      |            256.231        |   15* | 8.799e+05  | AA   |     0.00000           -      4.837313        | 1s2.2s   | 2S   | 1s2.5p   | 2P*  |    |
Li I      |            256.231        |   15* | 9.001e+05  | AA   |     0.00000           -      4.837313        | 1s2.2s   | 2S   | 1s2.5p   | 2P*  |    |
Li II     |            260.508        |     * | 1.3230e+07 | AAA  |    69.369199          -     74.127118        | 1s.3p    | 3P*  | 1s.6d    | 3D   |    |
Li II     |            260.508        |     * | 3.1753e+07 | AAA  |    69.369332          -     74.127248        | 1s.3p    | 3P*  | 1s.6d    | 3D   |    |
