
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |      Rel. |    Aki    | Acc. |           Ei           Ek           |            Lower level             |             Upper level             |Type|
             Wavelength |      Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------------|-------------------------------------|    |
              Vac (nm)  |           |           |      |                                     | Conf.     | Term                   | Conf.     | Term                    |    |
             153.3589   |       125 | 3.8e+08   |      |     9.8821926    -     17.9667640   | 5d9.6s.6p | (2D<5/2>,3P<0>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,5/2]  |    |
             153.9140   |       800 | 1.8e+08   |      |     7.5144789    -     15.5698898   | 5d10.6p   | 2P*                    | 5d10.7d   | 2D                      |    |
             153.9708   |        3w | 1.6e+08   |      |    12.0383412    -     20.0908077   | 5d9.6s.6p | (2D<3/2>,3P<0>)*       | 5d9.6s.6d | [(2D<3/2>,1/2)<1>,5/2]  |    |
             154.1910   |       350 | 1.2e+09   |      |     9.8821926    -     17.9231321   | 5d9.6s.6p | (2D<5/2>,3P<0>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,3/2]  |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             154.5184   |       125 | 3.0e+07   |      |     7.5144789    -     15.5383848   | 5d10.6p   | 2P*                    | 5d10.7d   | 2D                      |    |
             156.1149   |        20 | 2.4e+08   |      |    12.5052154    -     20.4470659   | 5d9.6s.6p | (2D<3/2>,3P<1>)*       | 5d9.6s.6d | [(2D<3/2>,1/2)<2>,5/2]  |    |
             156.1479   |      300u | 8.2e+08   |      |    12.0383412    -     19.978503    | 5d9.6s.6p | (2D<3/2>,3P<0>)*       | 5d9.6s.6d | [(2D<3/2>,1/2)<1>,3/2]  |    |
             156.6602   |        10 | 1.8e+08   |      |    11.6660241    -     19.5802293   | 5d9.6s.6p | (2D<5/2>,3P<2>)*       | 5d9.6p2   | (2D<5/2>,3P<2>)         |    |
             157.7621   |        50 | 1.3e+08   |      |    10.5183407    -     18.3772437   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<2>,3/2]  |    |
