
-----------------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |   Rel. |    Aki    | Acc. |           Ei           Ek           |         Lower level          |           Upper level           |Type|
             Wavelength |   Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------|---------------------------------|    |
              Air (nm)  |        |           |      |                                     | Conf.                | Term  | Conf.                | Term     |    |
            247.0996    |      6 |           |      |    0.0479663     -     5.0640291    | 3d2.4s2              | a 3F  | 3d3.(4P).4p          | r 3D*    |    |
            250.4510    |      7 |           |      |    0.0479663     -     4.9969296    | 3d2.4s2              | a 3F  | 3d3.(2D2).4p         | w 1F*    |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            251.7155    |      1 |           |      |    0.000         -     4.9240867    | 3d2.4s2              | a 3F  | 3d3.(2D2).4p         | s 3D*    |    |
            251.9025    |     10 | 5.9e+06   | C    |    0.000         -     4.9204322    | 3d2.4s2              | a 3F  | 3d3.(2D2).4p         | s 3D*    |    |
            252.0542    |    15+ | 3.8e+07   | C    |    0.000         -     4.9174711    | 3d2.4s2              | a 3F  | 3d3.(2D2).4p         | s 3D*    |    |
            252.7985    |     10 | 6.8e+06   | C    |    0.02109378    -     4.9240867    | 3d2.4s2              | a 3F  | 3d3.(2D2).4p         | s 3D*    |    |
            252.9871    |      5 | 3.8e+07   | C    |    0.02109378    -     4.9204322    | 3d2.4s2              | a 3F  | 3d3.(2D2).4p         | s 3D*    |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            254.1908    |    15+ | 4.3e+07   | C    |    0.0479663     -     4.9240867    | 3d2.4s2              | a 3F  | 3d3.(2D2).4p         | s 3D*    |    |
            255.6445    |      3 |           |      |    0.8995493     -     5.7479626    | 3d2.4s2              | a 1D  | 3d3.(2P).4p          | 1P*      |    |
            255.7054    |      6 |           |      |    0.02109378    -     4.8683408    | 3d2.4s2              | a 3F  | 3d.4s2.4p            | w 1D*    |    |
            255.8236    |      4 |           |      |    0.000         -     4.8450237    | 3d2.4s2              | a 3F  | 3d3.(2D2).4p         | x 1P*    |    |
            257.8883    |      3 |           |      |    0.000         -     4.8062279    | 3d2.4s2              | a 3F  | 3d3.(2P).4p          | t 3D*    |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            258.3221    |      5 |           |      |    0.000         -     4.7981641    | 3d2.4s2              | a 3F  | 3d3.(2P).4p          | t 3D*    |    |
            258.6277    |      4 |           |      |    0.000         -     4.7924934    | 3d2.4s2              | a 3F  | 3d3.(2P).4p          | t 3D*    |    |
            259.0255    |      8 | 4.7e+06   | C    |    0.02109378    -     4.8062279    | 3d2.4s2              | a 3F  | 3d3.(2P).4p          | t 3D*    |    |
            259.3640    |     11 | 6.9e+06   | C    |    0.000         -     4.7788859    | 3d2.4s2              | a 3F  | 3d3.(2G).4p          | t 3F*    |    |
            259.4628    |      2 |           |      |    0.02109378    -     4.7981641    | 3d2.4s2              | a 3F  | 3d3.(2P).4p          | t 3D*    |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            259.6584    |     11 | 6.9e+06   | C    |    0.02109378    -     4.7945584    | 3d2.4s2              | a 3F  | 3d3.(2G).4p          | t 3F*    |    |
            259.9904    |    15+ | 6.7e+07   | C    |    0.000         -     4.7673545    | 3d2.4s2              | a 3F  | 3d3.(2G).4p          | t 3F*    |    |
            260.4891    |      6 |           |      |    0.0479663     -     4.8062279    | 3d2.4s2              | a 3F  | 3d3.(2P).4p          | t 3D*    |    |
            260.5133    |     15 | 6.4e+07   | C    |    0.02109378    -     4.7788859    | 3d2.4s2              | a 3F  | 3d3.(2G).4p          | t 3F*    |    |
            261.1285    |     15 | 6.4e+07   | C    |    0.0479663     -     4.7945584    | 3d2.4s2              | a 3F  | 3d3.(2G).4p          | t 3F*    |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            261.1469    |     11 | 3.3e+07   | C    |    0.02109378    -     4.7673545    | 3d2.4s2              | a 3F  | 3d3.(2G).4p          | t 3F*    |    |
            261.9802    |      5 |           |      |    0.000         -     4.7311700    | 3d2.4s2              | a 3F  | 3d2.(3P).4s.4p.(1P*) | u 3D*    |    |
            261.9934    |     13 | 2.1e+07   | C    |    0.0479663     -     4.7788859    | 3d2.4s2              | a 3F  | 3d3.(2G).4p          | t 3F*    |    |
            263.1525    |     14 | 1.7e+07   | C    |    0.02109378    -     4.7311700    | 3d2.4s2              | a 3F  | 3d2.(3P).4s.4p.(1P*) | u 3D*    |    |
            263.2411    |     14 | 2.7e+07   | C    |    0.000         -     4.7084967    | 3d2.4s2              | a 3F  | 3d2.(3P).4s.4p.(1P*) | u 3D*    |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            263.6164    |      0 |           |      |    0.8995493     -     5.6013537    | 3d2.4s2              | a 1D  | 3d2.4s.(2P).4p       | 3P*      |    |
            264.1087    |     15 | 1.8e+08   | C    |    0.000         -     4.6930251    | 3d2.4s2              | a 3F  | 3d2.(3P).4s.4p.(1P*) | u 3D*    |    |
            264.2275    |      3 |           |      |    0.8359952     -     5.5269257    | 3d3.(4F).4s          | a 5F  | 3d3.(4F).5p          | 5D*      |    |
            264.2442    |     00 |           |      |    0.8129436     -     5.5035736    | 3d3.(4F).4s          | a 5F  | 3d3.(4F).5p          | 5D*      |    |
            264.3853    |      3 |           |      |    0.8258595     -     5.5139920    | 3d3.(4F).4s          | a 5F  | 3d3.(4F).5p          | 5D*      |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            264.4253    |     15 | 1.4e+08   | C    |    0.02109378    -     4.7084967    | 3d2.4s2              | a 3F  | 3d2.(3P).4s.4p.(1P*) | u 3D*    |    |
            264.5376    |      5 |           |      |    0.8181426     -     5.5035736    | 3d3.(4F).4s          | a 5F  | 3d3.(4F).5p          | 5D*      |    |
            264.6493    |      4 |           |      |    0.8129436     -     5.4964039    | 3d3.(4F).4s          | a 5F  | 3d3.(4F).5p          | 5D*      |    |
            264.6625    |     15 | 1.5e+08   | C    |    0.0479663     -     4.7311700    | 3d2.4s2              | a 3F  | 3d2.(3P).4s.4p.(1P*) | u 3D*    |    |
            264.8554    |      3 |           |      |    0.8129436     -     5.4927549    | 3d3.(4F).4s          | a 5F  | 3d3.(4F).5p          | 5D*      |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            264.8642    |      5 |           |      |    0.000         -     4.6796547    | 3d2.4s2              | a 3F  | 3d3.(2D2).4p         | u 3F*    |    |
            264.9296    |      6 |           |      |    0.8484191     -     5.5269257    | 3d3.(4F).4s          | a 5F  | 3d3.(4F).5p          | 5D*      |    |
            264.9584    |      7 |           |      |    0.8359952     -     5.5139920    | 3d3.(4F).4s          | a 5F  | 3d3.(4F).5p          | 5D*      |    |
            264.9742    |      5 |           |      |    0.8258595     -     5.5035736    | 3d3.(4F).4s          | a 5F  | 3d3.(4F).5p          | 5D*      |    |
            265.1140    |      2 |           |      |    0.8258595     -     5.5011050    | 3d3.(4F).4s          | a 5F  | 3d3.(4F).5p          | 5F*      |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            265.2753    |      2 |           |      |    0.8181426     -     5.4905446    | 3d3.(4F).4s          | a 5F  | 3d3.(4F).5p          | 5F*      |    |
            265.2978    |      8 |           |      |    0.02109378    -     4.6931039    | 3d2.4s2              | a 3F  | 3d3.(2D2).4p         | u 3F*    |    |
            265.4152    |      2 |           |      |    0.8129436     -     5.4828811    | 3d3.(4F).4s          | a 5F  | 3d3.(4F).5p          | 5F*      |    |
            265.4921    |      8 |           |      |    0.000         -     4.6685864    | 3d2.4s2              | a 3F  | 3d3.(2D2).4p         | u 3F*    |    |
            265.6361    |      5 |           |      |    0.8484191     -     5.5144767    | 3d3.(4F).4s          | a 5F  | 3d3.(4F).5p          | 5F*      |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            265.6902    |      3 |           |      |    0.8359952     -     5.5011050    | 3d3.(4F).4s          | a 5F  | 3d3.(4F).5p          | 5F*      |    |
