
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |              Observed  |   Rel. |    Aki    | Acc. |           Ei           Ek           |         Lower level          |          Upper level          |   Type|
          |             Wavelength |   Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------|-------------------------------|       |
          |              Vac (nm)  |        |           |      |                                     | Conf.              | Term    | Conf.              | Term     |       |
Rb II     |             152.5260   |     25 |           |      |    17.8482525    -     25.976977    | 4p5.4d             | 3P*     | 4p5.(2P*<1/2>).5f  | 2[5/2]   |       |
Rb IV     |             152.7200   |      1 |           |      |    32.016405     -     40.134764    | 4s2.4p3.(2D).5p    | 3D      | 4s2.4p5.(2D).6s    | 3D*      |       |
Rb IV     |             152.8135   |     20 |           |      |    24.728109     -     32.841534    | 4s2.4p3.(2D).4d    | 1G*     | 4s2.4p3.(2D).5p    | 3D       |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb II     |             153.1510   |      2 |           |      |                                     |                    |         |                    |          |       |
Rb IV     |             153.2699   |     12 |           |      |    26.594759     -     34.684041    | 4s2.4p3.(2D).4d    | 3D*     | 4s2.4p3.(2P).5p    | 3D       |       |
Rb IV     |             153.2824   |     18 |           |      |    24.251528     -     32.340144    | 4s2.4p3.(2D).4d    | 3G*     | 4s2.4p3.(2D).5p    | 3F       |       |
Rb IV     |             153.5762   |      1 |           |      |    32.340144     -     40.413337    | 4s2.4p3.(2D).5p    | 3F      | 4s2.4p5.(2D).6s    | 3D*      |       |
Rb IV     |             154.0185   |     24 |           |      |    22.686039     -     30.735962    | 4s2.4p3.(4S).4d    | 3D*     | 4s2.4p3.(4S).5p    | 3P       |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb IV     |             154.5089   |     12 |           |      |    26.918703     -     34.943143    | 4s2.4p3.(2P).4d    | 3P*     | 4s2.4p3.(2P).5p    | 3D       |       |
Rb IV     |             154.6599   |     30 |           |      |    24.728109     -     32.744687    | 4s2.4p3.(2D).4d    | 1G*     | 4s2.4p3.(2D).5p    | 1F       |       |
Rb IV     |             154.8207   |   30bl |           |      |    22.761210     -     30.769313    | 4s2.4p3.(4S).4d    | 3D*     | 4s2.4p3.(4S).5p    | 3P       |       |
Rb II     |             154.8592   |      5 |           |      |                                     |                    |         |                    |          |       |
Rb II     |             155.0960   |      7 |           |      |    18.4348022    -     26.428830    | 4p5.4d             | 3F*     | 4p5.(2P*<3/2>).8f  | 2[7/2]   |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb IV     |             155.1032   |      1 |           |      |    30.035720     -     38.029370    | 4s2.4p3.(4S).5p    | 5P      | 4s2.4p5.(4S).6s    | 3S*      |       |
Rb II     |             155.2538   |      5 |           |      |    17.7325088    -     25.718416    | 4p5.4d             | 3P*     | 4p5.(2P*<3/2>).6f  | 2[3/2]   |       |
Rb IV     |             155.3636   |     18 |           |      |    26.465656     -     34.445917    | 4s2.4p3.(2P).4d    | 3F*     | 4s2.4p3.(2P).5p    | 3D       |       |
Rb IV     |             155.4706   |      1 |           |      |    22.761210     -     30.735962    | 4s2.4p3.(4S).4d    | 3D*     | 4s2.4p3.(4S).5p    | 3P       |       |
