
------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |             Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |    Lower level    |    Upper level     |Type|
          |            Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |-------------------|--------------------|    |
          |             Vac (nm)  |       |           |      |                                   | Conf.      | Term | Conf.       | Term |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            248.793    |    40 |           |      |                                   |            |      |             |      |    |
Cd I      |            249.0998   |     3 |           |      |    3.8008702    -     8.7766681   | 4d10.5s.5p | 3P*  | 4d10.5s.10d | 3D   |    |
Cd II     |            249.558    |    40 |           |      |                                   |            |      |             |      |    |
Cd III    |            249.981    |    25 |           |      |                                   |            |      |             |      |    |
Cd I      |            250.89077  |    10 |           |      |    3.8008702    -     8.741139    | 4d10.5s.5p | 3P*  | 4d10.5s.11s | 3S   |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            250.911    |    50 |           |      |                                   |            |      |             |      |    |
Cd II     |            251.622    |    30 |           |      |                                   |            |      |             |      |    |
Cd I      |            251.8588   |   15w |           |      |    3.7336587    -     8.6549415   | 4d10.5s.5p | 3P*  | 4d10.5s.10s | 3S   |    |
Cd I      |            252.51964  |   25w |           |      |    3.8008702    -     8.7092771   | 4d10.5s.5p | 3P*  | 4d10.5s.9d  | 3D   |    |
Cd I      |            254.46130  |    50 |           |      |    3.7336587    -     8.6046146   | 4d10.5s.5p | 3P*  | 4d10.5s.8d  | 3D   |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            255.198    |    50 |           |      |                                   |            |      |             |      |    |
Cd I      |            255.34647  |    25 |           |      |    3.8008702    -     8.6549415   | 4d10.5s.5p | 3P*  | 4d10.5s.10s | 3S   |    |
Cd I      |            256.57894  |     3 |           |      |    3.9460390    -     8.7767956   | 4d10.5s.5p | 3P*  | 4d10.5s.10d | 3D   |    |
Cd II     |            257.293    |   500 | 1.7e+08   |      |                                   |            |      |             |      |    |
Cd I      |            258.01062  |    50 |           |      |    3.8008702    -     8.6048232   | 4d10.5s.5p | 3P*  | 4d10.5s.8d  | 3D   |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd I      |            258.4870   |     3 |           |      |    3.9460390    -     8.741139    | 4d10.5s.5p | 3P*  | 4d10.5s.11s | 3S   |    |
Cd I      |            259.20258  |    30 |           |      |    3.7336587    -     8.5155226   | 4d10.5s.5p | 3P*  | 4d10.5s.9s  | 3S   |    |
Cd I      |            260.20477  |   25w |           |      |    3.9460390    -     8.7094856   | 4d10.5s.5p | 3P*  | 4d10.5s.9d  | 3D   |    |
Cd III    |            261.881    |    15 |           |      |                                   |            |      |             |      |    |
Cd I      |            262.89786  |    50 |           |      |    3.8008702    -     8.5155226   | 4d10.5s.5p | 3P*  | 4d10.5s.9s  | 3S   |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd III    |            263.056    |     5 |           |      |                                   |            |      |             |      |    |
Cd I      |            263.21901  |    40 |           |      |    3.9460390    -     8.6549415   | 4d10.5s.5p | 3P*  | 4d10.5s.10s | 3S   |    |
Cd I      |            263.94196  |    75 |           |      |    3.7336587    -     8.4296622   | 4d10.5s.5p | 3P*  | 4d10.5s.7d  | 3D   |    |
Cd II     |            265.923    |    40 |           |      |                                   |            |      |             |      |    |
Cd I      |            266.03253  |   50w |           |      |    3.9460390    -     8.6051428   | 4d10.5s.5p | 3P*  | 4d10.5s.8d  | 3D   |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            266.820    |    25 |           |      |                                   |            |      |             |      |    |
Cd II     |            267.262    |    50 |           |      |                                   |            |      |             |      |    |
Cd I      |            267.75397  |   100 |           |      |    3.8008702    -     8.4300210   | 4d10.5s.5p | 3P*  | 4d10.5s.7d  | 3D   |    |
Cd I      |            267.77484  |    25 |           |      |    3.8008702    -     8.4296622   | 4d10.5s.5p | 3P*  | 4d10.5s.7d  | 3D   |    |
Cd II     |            270.700    |    50 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd I      |            271.25049  |    75 |           |      |    3.9460390    -     8.5155226   | 4d10.5s.5p | 3P*  | 4d10.5s.9s  | 3S   |    |
Cd I      |            273.38199  |    50 |           |      |    3.7336587    -     8.2675176   | 4d10.5s.5p | 3P*  | 4d10.5s.8s  | 3S   |    |
Cd II     |            274.854    |  1000 | 2.8e+08   |      |                                   |            |      |             |      |    |
Cd I      |            276.38935  |  100w |           |      |    3.9460390    -     8.4305657   | 4d10.5s.5p | 3P*  | 4d10.5s.7d  | 3D   |    |
Cd I      |            276.42305  |   50w |           |      |    3.9460390    -     8.4300210   | 4d10.5s.5p | 3P*  | 4d10.5s.7d  | 3D   |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd III    |            276.699    |    20 |           |      |                                   |            |      |             |      |    |
Cd I      |            277.49585  |    50 |           |      |    3.8008702    -     8.2675176   | 4d10.5s.5p | 3P*  | 4d10.5s.8s  | 3S   |    |
Cd III    |            280.559    |    30 |           |      |                                   |            |      |             |      |    |
Cd II     |            282.319    |    30 |           |      |                                   |            |      |             |      |    |
Cd I      |            283.68999  |   200 | 2.8e+07   |      |    3.7336587    -     8.1027851   | 4d10.5s.5p | 3P*  | 4d10.5s.6d  | 3D   |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            285.646    |    25 |           |      |                                   |            |      |             |      |    |
Cd I      |            286.81799  |   100 |           |      |    3.9460390    -     8.2675176   | 4d10.5s.5p | 3P*  | 4d10.5s.8s  | 3S   |    |
Cd I      |            288.07670  |  200r | 4.2e+07   |      |    3.8008702    -     8.1034681   | 4d10.5s.5p | 3P*  | 4d10.5s.6d  | 3D   |    |
Cd I      |            288.12245  |   50r | 2.4e+07   |      |    3.8008702    -     8.1027851   | 4d10.5s.5p | 3P*  | 4d10.5s.6d  | 3D   |    |
Cd II     |            291.467    |   200 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            292.787    |    50 |           |      |                                   |            |      |             |      |    |
Cd II     |            292.927    |   200 |           |      |                                   |            |      |             |      |    |
Cd I      |            298.06204  | 1000r | 5.9e+07   |      |    3.9460390    -     8.1045029   | 4d10.5s.5p | 3P*  | 4d10.5s.6d  | 3D   |    |
Cd I      |            298.13625  |  200r | 1.5e+07   |      |    3.9460390    -     8.1034681   | 4d10.5s.5p | 3P*  | 4d10.5s.6d  | 3D   |    |
Cd I      |            298.18538  |    50 |           |      |    3.9460390    -     8.1027851   | 4d10.5s.5p | 3P*  | 4d10.5s.6d  | 3D   |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            303.060    |    50 |           |      |                                   |            |      |             |      |    |
Cd III    |            303.572    |    10 |           |      |                                   |            |      |             |      |    |
Cd I      |            308.08224  |   150 |           |      |    3.7336587    -     7.7568770   | 4d10.5s.5p | 3P*  | 4d10.5s.7s  | 3S   |    |
Cd II     |            308.148    |    25 |           |      |                                   |            |      |             |      |    |
Cd I      |            308.25934  |    30 |           |      |    3.8008702    -     7.8217779   | 4d10.5s.5p | 3P*  | 4d10.5s.7s  | 1S   |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            309.234    |   100 |           |      |                                   |            |      |             |      |    |
Cd I      |            313.31666  |   200 |           |      |    3.8008702    -     7.7568770   | 4d10.5s.5p | 3P*  | 4d10.5s.7s  | 3S   |    |
Cd II     |            314.679    |    50 |           |      |                                   |            |      |             |      |    |
Cd II     |            325.033    |   150 |           |      |                                   |            |      |             |      |    |
Cd I      |            325.25240  |   300 |           |      |    3.9460390    -     7.7568770   | 4d10.5s.5p | 3P*  | 4d10.5s.7s  | 3S   |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd I      |            326.10548  |   300 | 4.06e+05  |      |    0.000000     -     3.8008702   | 4d10.5s2   | 1S   | 4d10.5s.5p  | 3P*  |    |
Cd II     |            334.321    |    50 |           |      |                                   |            |      |             |      |    |
Cd II     |            338.549    |    50 |           |      |                                   |            |      |             |      |    |
Cd II     |            338.888    |    30 |           |      |                                   |            |      |             |      |    |
Cd I      |            340.36521  |   800 | 7.7e+07   |      |    3.7336587    -     7.3752949   | 4d10.5s.5p | 3P*  | 4d10.5s.5d  | 3D   |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            341.749    |    50 |           |      |                                   |            |      |             |      |    |
Cd II     |            344.242    |    50 |           |      |                                   |            |      |             |      |    |
Cd II     |            346.443    |   100 |           |      |                                   |            |      |             |      |    |
Cd I      |            346.61996  |  1000 | 1.2e+08   |      |    3.8008702    -     7.3767951   | 4d10.5s.5p | 3P*  | 4d10.5s.5d  | 3D   |    |
Cd I      |            346.76547  |   800 | 6.7e+07   |      |    3.8008702    -     7.3752949   | 4d10.5s.5p | 3P*  | 4d10.5s.5d  | 3D   |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            348.308    |    25 |           |      |                                   |            |      |             |      |    |
Cd II     |            349.544    |   150 |           |      |                                   |            |      |             |      |    |
Cd I      |            349.99518  |    25 |           |      |    3.8008702    -     7.3423109   | 4d10.5s.5p | 3P*  | 4d10.5s.5d  | 1D   |    |
Cd II     |            352.411    |   100 |           |      |                                   |            |      |             |      |    |
Cd II     |            353.569    |   100 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd I      |            361.05077  |  1000 | 1.3e+08   |      |    3.9460390    -     7.3790408   | 4d10.5s.5p | 3P*  | 4d10.5s.5d  | 3D   |    |
Cd I      |            361.28729  |   800 | 3.5e+07   |      |    3.9460390    -     7.3767951   | 4d10.5s.5p | 3P*  | 4d10.5s.5d  | 3D   |    |
Cd I      |            361.44529  |    60 |           |      |    3.9460390    -     7.3752949   | 4d10.5s.5p | 3P*  | 4d10.5s.5d  | 3D   |    |
Cd I      |            364.95584  |    20 |           |      |    3.9460390    -     7.3423109   | 4d10.5s.5p | 3P*  | 4d10.5s.5d  | 1D   |    |
Cd I      |            398.19257  |    10 |           |      |    5.4171650    -     8.5299587   | 4d10.5s.5p | 1P*  | 4d10.5s.9s  | 1S   |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            402.912    |   100 |           |      |                                   |            |      |             |      |    |
Cd II     |            413.477    |   200 |           |      |                                   |            |      |             |      |    |
Cd I      |            414.02988  |       | 4.7e+06   |      |    5.4171650    -     8.4108894   | 4d10.5s.5p | 1P*  | 4d10.5s.7d  | 1D   |    |
Cd II     |            414.149    |    50 |           |      |                                   |            |      |             |      |    |
Cd II     |            428.508    |   100 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd I      |            430.66718  |     8 |           |      |    5.4171650    -     8.2952419   | 4d10.5s.5p | 1P*  | 4d10.5s.8s  | 1S   |    |
Cd II     |            441.241    |   100 |           |      |                                   |            |      |             |      |    |
