
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                     Observed  |   Rel. |     Aki    | Acc. |                 Ei           Ek                 |      Lower level       |      Upper level       |Type|
          |                    Wavelength |   Int. |     s^-1   |      |                (eV)         (eV)                |------------------------|------------------------|    |
          |                     Vac (nm)  |        |            |      |                                                 | Conf.          | Term  | Conf.          | Term  |    |
B III     |                 146.316       |   111* |            |      |    223.90315           -     232.3754           | 1s.2p.(3P*).3s | 4P*   | 1s.2p.(3P*).4p | 4D    |    |
B I       |                 146.5548      |      2 | 3.4e+08    | D    |      3.551828+x        -      12.01169+x        | 2s.2p2         | 4P    | 2p3            | 4S*   |    |
B I       |                 146.5663      |      3 | 6.6e+08    | D    |      3.552404+x        -      12.01169+x        | 2s.2p2         | 4P    | 2p3            | 4S*   |    |
B I       |                 146.5801      |      2 | 1.00e+09   | D    |      3.553189+x        -      12.01169+x        | 2s.2p2         | 4P    | 2p3            | 4S*   |    |
B I       |                 146.9015      |      a |            |      |      3.552404+x        -      11.99236+x        | 2s.2p2         | 4P    | 2s.2p.(3P*).4d | 4D*   |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B I       |                 146.9070      |      a |            |      |      3.553189+x        -      11.99283+x        | 2s.2p2         | 4P    | 2s.2p.(3P*).4d | 4D*   |    |
B I       |                 146.9297      |      a |            |      |      3.553189+x        -      11.99153+x        | 2s.2p2         | 4P    | 2s.2p.(3P*).4d | 4D*   |    |
B V       |                 149.499       |    20* |            |      |   (326.618019390)      -    (334.911190502)     | 5s             | 2S    | 8p             | 2P*   |    |
B V       |                 149.499       |    20* |            |      |   (326.619724830)      -    (334.911337240)     | 5d             | 2D    | 8f             | 2F*   |    |
B V       |                 149.499       |    20* |            |      |   (326.619727906)      -    (334.911337511)     | 5p             | 2P*   | 8d             | 2D    |    |
